RefSeqGeneName	TadaGeneName	ExomeMutRate	dnLoF	caseLoF	ctrlLoF	transLoF	ntransLoF	dnMis3	caseMis3	ctrlMis3	transMis3	ntransMis3	SmallDelMutRate	dnSmallDel	tadaFdrAscSscExomeSscAgpSmallDel	65genes_tadaFdrAscSscExomeSscAgpSmallDel	tadaFdrAscSscExome	59genes_tadaFdrAscSscExome	tadaFdrAscExome	tadaFdrSscExome													
SPP2	SPP2	9.02E-06	1	1	3	1	0	0	1	7	1	0	1.86E-07	0	0.287505736	0	0.274979198	0	0.300345774	0.92698351													
CSTF2T	CSTF2T	2.51E-05	1	1	0	1	2	0	0	10	1	1	1.66E-07	0	0.288806948	0	0.276384841	0	0.283970521	0.41196449													
PRMT8	PRMT8	1.92E-05	0	0	0	0	0	0	0	2	2	0	5.24E-07	1	0.290107718	0	0.925576028	0	0.936673303	1													
LRRC14	LRRC14	2.70E-05	0	1	1	0	0	2	1	10	2	3	1.73E-07	0	0.29140244	0	0.279182133	0	0.266566391	0.939715766													
PSD3	PSD3	4.09E-05	1	3	3	1	0	0	5	12	4	3	1.29E-06	0	0.292693939	0	0.223342773	0	0.790401965	0.289932512													
C16orf13	C16orf13	4.43E-06	1	1	2	0	0	0	1	4	0	0	1.83E-07	0	0.29400336	0	0.281992905	0	0.881095976	0.43211426													
JUP	JUP	4.34E-05	1	1	1	1	0	0	6	23	5	4	2.16E-07	0	0.295304268	0	0.280591579	0	0.25269658	0.940477945													
MSI2	MSI2	1.21E-05	0	0	0	0	0	0	1	6	2	1	1.09E-06	1	0.296590563	0	0.913929511	0	0.930450082	0.916838642													
KDM4B	KDM4B	6.44E-05	1	0	0	0	0	1	4	23	4	6	5.08E-07	0	0.297903926	0	0.273576633	0	0.242134816	0.943649596													
CPZ	CPZ	3.16E-05	0	5	10	2	0	2	13	57	17	11	1.29E-07	0	0.299203824	0	0.287605663	0	0.617148315	0.549627108													
TCF3	TCF3	3.69E-05	1	0	0	1	0	0	5	27	10	8	2.34E-07	0	0.300495793	0	0.284785215	0	0.277254658	0.621564887													
SRPK2	SRPK2	2.80E-05	1	1	0	0	0	0	0	8	3	0	8.14E-07	0	0.301776274	0	0.262310346	0	0.246449962	0.93493835													
TAF4	TAF4	3.64E-05	1	0	0	1	0	0	1	13	0	0	3.32E-07	0	0.303053549	0	0.283381784	0	0.272036194	0.938615555													
KIAA0100	KIAA0100	8.80E-05	1	3	6	4	0	0	7	41	14	13	2.32E-07	0	0.304322644	0	0.286193842	0	0.180080896	0.472558083													
CA3	CA3	1.12E-05	0	0	0	0	0	2	0	9	1	1	1.97E-07	0	0.305587132	0	0.290389418	0	0.928738418	0.59881705													
RGS2	RGS2	7.55E-06	1	0	2	1	0	0	2	3	1	1	1.77E-07	0	0.306840705	0	0.293127711	0	0.326563279	0.828384455													
WNT9A	WNT9A	2.22E-05	1	0	0	1	1	0	0	5	0	0	2.28E-07	0	0.308088765	0	0.289004659	0	0.875171955	0.443751839													
HAPLN3	HAPLN3	2.33E-05	1	0	0	1	1	0	3	20	11	4	1.76E-07	0	0.309336248	0	0.299787294	0	0.303554401	0.931624644													
RUNDC1	RUNDC1	2.33E-05	1	0	1	1	0	0	4	14	2	2	1.86E-07	0	0.310573562	0	0.298477661	0	0.8760868	0.179846415													
NIF3L1	NIF3L1	1.39E-05	0	2	1	5	1	0	4	19	3	1	2.05E-07	0	0.311806774	0	0.301082578	0	0.320753209	0.784705231													
TGM1	TGM1	4.30E-05	1	1	5	0	0	1	5	26	9	9	1.84E-07	0	0.313035662	0	0.303654323	0	0.264662939	0.759043954													
PPM1B	PPM1B	1.44E-05	0	1	0	0	0	0	2	2	1	3	2.96E-07	1	0.314261281	0	0.817483026	0	0.828477594	0.854676103													
BRSK2	BRSK2	4.00E-05	1	0	0	1	0	0	4	16	3	6	2.58E-07	0	0.315475146	0	0.297153763	0	0.285592614	0.939652271													
BRMS1L	BRMS1L	1.22E-05	0	0	0	1	0	0	0	2	2	0	2.76E-07	1	0.316701508	0	0.809966865	0	0.822820183	0.916987994													
ZC3H4	ZC3H4	7.20E-05	1	0	0	0	0	1	10	24	4	6	2.65E-07	0	0.317916403	0	0.304929426	0	0.947306373	0.169578682													
KDM3A	KDM3A	4.89E-05	1	2	1	0	0	0	5	18	5	1	2.67E-07	0	0.319121602	0	0.306192171	0	0.268428313	0.918008183													
MMP16	MMP16	2.43E-05	0	0	1	0	0	0	1	4	0	0	8.02E-07	1	0.320321976	0	0.929775147	0	0.913759678	0.932406393													
TANC2	TANC2	8.08E-05	1	1	1	0	0	1	8	36	10	4	1.23E-06	0	0.321513957	0	0.255187042	0	0.754688146	0.189508616													
PTMS	PTMS	3.22E-06	1	0	0	0	0	0	0	0	0	0	1.84E-07	0	0.322703658	0	0.311243069	0	0.39802704	0.891006873													
RAI1	RAI1	0.0001012	1	1	2	1	0	1	11	45	13	7	4.36E-07	0	0.323885773	0	0.294479106	0	0.769214106	0.543218454													
VTI1A	VTI1A	1.07E-05	0	1	0	0	0	0	2	2	1	1	1.00E-06	1	0.325062837	0	0.804068826	0	0.819100296	0.776776203													
KYNU	KYNU	1.64E-05	0	7	5	3	1	0	2	13	4	4	4.86E-07	0	0.326241316	0	0.295815445	0	0.3084562	0.942322356													
AGAP2	AGAP2	4.87E-05	0	1	0	0	0	2	5	11	1	1	2.08E-07	0	0.327410557	0	0.313764038	0	0.258792162	0.529981189													
ERI1	ERI1	1.10E-05	0	1	2	3	0	1	4	9	1	1	2.02E-07	0	0.328568774	0	0.315011096	0	0.332391414	0.936794704													
TUSC1	TUSC1	4.74E-06	1	0	0	0	0	0	0	2	0	0	1.64E-07	0	0.329717499	0	0.319906165	0	0.918674647	0.280943298													
C11orf30	C11orf30	4.89E-05	1	1	1	1	0	0	4	9	5	12	4.03E-07	0	0.330857101	0	0.307441084	0	0.270249099	0.945818646													
DVL3	DVL3	4.42E-05	1	1	0	0	0	0	2	8	2	3	2.10E-07	0	0.331987683	0	0.316248307	0	0.868693547	0.467551921													
PM20D1	PM20D1	2.13E-05	0	0	0	3	0	1	2	13	3	3	2.06E-07	0	0.333109546	0	0.317476273	0	0.322215221	0.563575066													
ARHGAP30	ARHGAP30	4.43E-05	1	1	0	0	0	0	9	20	4	6	2.13E-07	0	0.334225455	0	0.318693866	0	0.868973253	0.483354154													
PLCB1	PLCB1	4.58E-05	0	1	0	1	1	0	1	13	4	4	2.61E-06	1	0.335337286	0	0.867213506	0	0.852639157	0.940989013													
RIPPLY1	RIPPLY1	5.18E-06	1	0	0	0	0	0	0	0	0	0	1.86E-07	0	0.336441168	0	0.323489461	0	0.921357624	0.283242167													
PHF7	PHF7	1.34E-05	1	1	2	0	0	0	4	4	0	2	1.96E-07	0	0.337540274	0	0.32466783	0	0.336717507	0.339455302													
AXL	AXL	4.48E-05	1	1	0	0	0	0	4	16	6	6	2.48E-07	0	0.338637342	0	0.32230114	0	0.292206592	0.945700637													
NRG4	NRG4	4.55E-06	1	0	1	0	0	0	0	2	2	2	3.28E-07	0	0.339724439	0	0.312506462	0	0.342460947	0.895247795													
IFNA10	IFNA10	5.84E-06	1	0	0	0	0	0	0	0	0	0	1.83E-07	0	0.340801525	0	0.327008194	0	0.92251012	0.186354971													
BRWD1	BRWD1	7.83E-05	1	2	0	1	1	0	12	28	13	3	4.45E-07	0	0.341869452	0	0.308697572	0	0.209502793	0.47758163													
C21orf2	C21orf2	1.42E-05	1	1	2	0	0	0	3	8	2	3	1.71E-07	0	0.34292812	0	0.328171781	0	0.888922976	0.348375569													
TMBIM6	TMBIM6	1.16E-05	0	4	1	2	0	0	0	9	2	2	2.14E-07	0	0.343977566	0	0.325839007	0	0.338171555	0.899779097													
MYO1E	MYO1E	4.73E-05	1	0	1	0	2	1	8	38	7	4	5.49E-07	0	0.345019998	0	0.302369834	0	0.947206608	0.092865752													
BTRC	BTRC	2.23E-05	1	0	1	1	0	0	2	7	3	5	6.39E-07	0	0.346055523	0	0.291763174	0	0.30195039	0.940366182													
IFI44L	IFI44L	1.48E-05	1	1	2	0	0	0	0	11	0	2	1.94E-07	0	0.347085614	0	0.329325544	0	0.888660502	0.166250432													
CCDC87	CCDC87	3.81E-05	1	1	5	3	0	0	4	16	2	8	1.78E-07	0	0.348114474	0	0.33497997	0	0.876849455	0.436584111													
ZFAND5	ZFAND5	6.91E-06	1	0	0	0	0	0	1	1	0	0	1.77E-07	0	0.34913634	0	0.336084338	0	0.404720166	0.825481948													
RPL12	RPL12	7.15E-06	1	0	0	0	0	0	1	0	0	0	1.83E-07	0	0.350156187	0	0.338269272	0	0.405809622	1													
DSG3	DSG3	3.85E-05	1	2	1	0	1	0	2	15	6	7	1.80E-07	0	0.351171195	0	0.340425431	0	0.877312527	0.269130854													
KCNQ2	KCNQ2	4.65E-05	1	0	0	1	0	0	3	14	5	1	2.48E-07	0	0.352178724	0	0.330473141	0	0.871215155	0.941163567													
PLEKHA8	PLEKHA8	1.66E-05	0	0	1	0	0	2	3	12	5	1	3.56E-07	0	0.353179206	0	0.321109725	0	0.328004002	0.359358973													
DBX2	DBX2	7.88E-06	1	0	1	0	0	0	3	5	2	2	2.22E-07	0	0.354173531	0	0.337180472	0	0.345377088	0.905402392													
DPP6	DPP6	3.78E-05	0	0	1	0	0	1	3	20	5	3	4.96E-06	1	0.355161678	0	0.77072217	0	0.932798555	0.840504811													
IFI30	IFI30	8.86E-06	1	0	1	0	0	0	1	1	0	0	1.72E-07	0	0.356142483	0	0.344659303	0	0.898476967	0.396404201													
GOLGA4	GOLGA4	6.98E-05	0	4	6	0	0	1	10	30	14	15	4.34E-07	1	0.357115198	0	0.833158161	0	0.755358635	0.702863776													
KRT24	KRT24	2.23E-05	0	3	1	4	1	0	8	8	2	5	1.73E-07	0	0.358084307	0	0.34774972	0	0.335282879	0.938330128													
TM4SF19	TM4SF19	8.84E-06	1	0	1	0	0	0	4	8	3	2	1.88E-07	0	0.359045278	0	0.345696867	0	0.898574059	0.468172753													
PLA2G7	PLA2G7	1.41E-05	0	3	1	1	1	1	8	18	6	6	2.26E-07	0	0.359998772	0	0.341489931	0	0.339611487	0.897070007													
CMPK2	CMPK2	8.87E-06	1	0	1	0	0	0	0	6	2	2	2.06E-07	0	0.360948525	0	0.343612447	0	0.89843373	0.397364271													
MCAM	MCAM	3.23E-05	0	2	1	2	0	1	1	14	7	8	1.81E-07	0	0.361890661	0	0.350772409	0	0.317774501	0.584888571													
UBN2	UBN2	4.68E-05	1	0	0	1	0	0	6	19	10	9	2.99E-07	0	0.362828097	0	0.33274639	0	0.29545273	0.548477805													
BST2	BST2	9.07E-06	1	0	0	0	0	0	2	7	3	3	1.74E-07	0	0.363768728	0	0.355692832	0	0.926297439	0.312203957													
RASAL1	RASAL1	3.97E-05	1	1	1	1	1	0	3	16	6	8	2.31E-07	0	0.364707267	0	0.351766909	0	0.306833717	0.937797478													
DESI2	PPPDE1	8.07E-06	1	0	0	0	0	0	0	1	0	0	2.71E-07	0	0.365640391	0	0.346726454	0	0.409036974	1													
STXBP5	STXBP5	4.31E-05	1	1	0	0	0	0	4	15	5	5	5.93E-07	0	0.366567805	0	0.309977256	0	0.288926537	0.940401972													
STMN4	STMN4	1.02E-05	1	0	0	0	1	0	2	2	1	3	2.03E-07	0	0.367490128	0	0.357617735	0	0.348313537	0.839330901													
OR51A2	OR51A2	1.00E-05	1	0	0	0	0	0	2	0	0	0	1.77E-07	0	0.368410203	0	0.363245667	0	0.418276684	0.911436209													
IL27	IL27	1.12E-05	1	0	1	0	0	0	1	0	0	0	1.82E-07	0	0.369330411	0	0.36508173	0	0.352622831	0.914378753													
OSER1	C20orf111	1.12E-05	1	0	1	0	0	0	2	3	0	0	1.84E-07	0	0.370243824	0	0.365989016	0	0.354026223	1													
OR4C11	OR4C11	1.04E-05	1	0	0	0	0	0	1	3	0	0	1.79E-07	0	0.371150074	0	0.3668905	0	0.927926122	0.912367152													
SPON2	SPON2	1.99E-05	0	0	0	0	0	2	1	5	0	0	2.33E-07	0	0.372049044	0	0.360451076	0	0.384085614	0.928355026													
HDLBP	HDLBP	6.03E-05	0	0	1	2	0	2	2	13	8	4	3.18E-07	0	0.372962076	0	0.358568587	0	0.262716082	0.78844655													
LTN1	LTN1	5.89E-05	1	2	1	0	0	0	2	28	7	7	2.84E-07	0	0.373869117	0	0.361390121	0	0.868613377	0.485272289													
VPS54	VPS54	3.14E-05	0	2	1	2	0	1	7	10	2	2	4.55E-07	0	0.374769169	0	0.339351776	0	0.311645314	0.933504574													
CD163L1	CD163L1	5.85E-05	1	6	16	4	3	1	9	33	13	11	3.31E-07	0	0.375662231	0	0.356658598	0	0.280642679	0.938794551													
USP15	USP15	3.02E-05	1	1	1	0	0	0	0	7	1	2	5.00E-07	0	0.376548935	0	0.333867296	0	0.319269022	0.429850879													
OR1D2	OR1D2	1.10E-05	0	2	0	1	1	1	1	4	3	3	1.77E-07	0	0.377430265	0	0.370522332	0	0.675723588	0.54025191													
LRRFIP1	LRRFIP1	3.22E-05	1	0	1	1	0	0	6	12	7	6	3.95E-07	0	0.378310291	0	0.352755292	0	0.882034828	0.469408309													
ABI2	ABI2	1.93E-05	0	0	0	0	0	2	3	7	3	1	3.92E-07	0	0.379187171	0	0.353740283	0	0.746010721	0.294239015													
GSTO2	GSTO2	9.33E-06	0	7	5	3	2	0	1	0	3	0	2.11E-07	0	0.380057544	0	0.369623648	0	0.362377362	0.942924611													
MSH4	MSH4	3.16E-05	1	3	4	0	0	0	0	8	3	2	4.35E-07	0	0.38092112	0	0.348765632	0	0.325104942	0.944843369													
VSIG4	VSIG4	1.28E-05	1	0	1	0	0	0	0	2	0	0	2.03E-07	0	0.381778245	0	0.371416017	0	0.903787419	0.510025145													
TMEM242	TMEM242	7.00E-06	0	0	0	0	0	0	0	5	0	0	2.63E-07	2	0.382638119	0	0.897757561	0	0.922597453	0.928462791													
MTHFS	MTHFS	6.39E-06	1	0	3	1	0	0	1	11	0	2	2.49E-07	0	0.383492073	0	0.368717541	0	0.369063777	0.927774729													
SPDYC	SPDYC	1.32E-05	1	0	0	0	0	0	0	14	1	0	1.76E-07	0	0.3843402	0	0.374982379	0	0.930977667	0.416187338													
MFSD3	MFSD3	1.32E-05	1	0	0	0	0	0	2	10	1	1	1.74E-07	0	0.385187329	0	0.378467731	0	0.931606546	0.415353803													
PRSS1	PRSS1	1.06E-05	0	1	0	1	1	0	0	3	0	0	1.84E-07	1	0.386033202	0	0.771194891	0	0.7852736	0.931877123													
SCAMP2	SCAMP2	1.31E-05	1	0	0	0	0	0	2	8	2	2	2.21E-07	0	0.386880092	0	0.376735898	0	0.931613595	0.336327635													
PRB4	PRB4	8.27E-06	0	1	3	0	1	2	0	2	0	0	1.79E-07	0	0.387721719	0	0.381884296	0	0.936585501	0.06850133													
ATIC	ATIC	2.44E-05	0	2	4	0	0	2	5	13	8	10	2.29E-07	0	0.388564831	0	0.380184179	0	0.913228199	0.352597053													
FAM45A	FAM45A	1.26E-05	0	1	1	2	0	1	2	4	2	1	2.45E-07	0	0.389404927	0	0.379328864	0	0.361009884	0.542627336													
CCDC66	CCDC66	2.61E-05	1	9	17	3	2	0	7	15	6	2	2.88E-07	0	0.390239231	0	0.374098019	0	0.891969724	0.243126228													
C16orf46	C16orf46	1.47E-05	0	0	0	4	2	0	4	14	0	1	1.96E-07	1	0.391068152	0	0.65055876	0	0.652440488	0.938217202													
GAREM	FAM59A	3.95E-05	1	0	1	2	1	0	2	17	5	2	6.01E-07	0	0.391895773	0	0.349773463	0	0.305205606	1													
ETV2	ETV2	1.53E-05	1	0	0	0	0	0	2	10	0	1	1.77E-07	0	0.392723298	0	0.386085815	0	0.431822379	0.922284805													
POTEH	POTEH	1.39E-05	1	0	0	0	0	0	0	0	0	0	2.65E-07	0	0.393546576	0	0.383563774	0	0.429943182	0.853260825													
OVOL1	OVOL1	1.62E-05	1	0	0	0	1	0	0	6	1	0	1.85E-07	0	0.394364886	0	0.386920826	0	0.363743019	0.923723438													
SPATA6L	C9orf68	1.32E-05	0	2	0	3	0	0	4	4	4	7	2.22E-07	0	0.395178712	0	0.385244949	0	0.372931138	1													
NFKBIL1	NFKBIL1	1.55E-05	1	0	0	0	0	0	0	8	1	0	1.86E-07	0	0.395988143	0	0.388576618	0	0.433674342	0.356695338													
ECE1	ECE1	3.63E-05	1	1	0	0	1	0	3	12	3	1	3.62E-07	0	0.396793403	0	0.373206837	0	0.885248859	0.271549118													
PCM1	PCM1	6.41E-05	0	3	1	2	0	1	14	63	17	16	3.16E-07	0	0.3976	0	0.382727052	0	0.581939485	0.867446595													
DHX29	DHX29	4.61E-05	1	2	5	2	0	0	11	24	6	3	2.78E-07	0	0.398402192	0	0.384405934	0	0.882270899	0.45866038													
PDCD1	PDCD1	1.65E-05	1	0	0	0	0	0	0	0	0	2	1.82E-07	0	0.399205531	0	0.39580561	0	0.934634821	0.365766198													
PRSS38	PRSS38	1.70E-05	1	0	1	0	0	0	3	8	5	3	2.13E-07	0	0.400004986	0	0.395015799	0	0.907996367	0.425167689													
ECM2	ECM2	2.45E-05	1	3	5	0	0	0	4	19	3	5	2.65E-07	0	0.400801621	0	0.390209985	0	0.349764034	0.380978633													
TOR1AIP2	TOR1AIP2	1.59E-05	1	0	0	0	0	0	2	3	1	2	2.36E-07	0	0.401593083	0	0.392634996	0	0.934232764	0.319511146													
ANKRD11	ANKRD11	0.000158706	2	0	1	0	1	0	18	46	7	17	6.07E-07	0	0.402379207	SSC_2hit	0.364167084	0	0.950234388	0.096544583													
SLC25A39	SLC25A39	1.77E-05	1	0	1	0	0	0	2	8	2	8	1.88E-07	0	0.403159819	0	0.397375996	0	0.37165498	0.370655691													
NR2F1	NR2F1	2.59E-05	0	0	0	0	0	2	0	2	0	0	1.96E-07	0	0.403936775	0	0.396593666	0	0.402513894	0.67353642													
ELAVL2	ELAVL2	1.37E-05	1	0	0	0	0	0	1	4	0	1	4.00E-07	0	0.404710595	0	0.381035829	0	0.932115518	0.340993031													
RNF38	RNF38	1.63E-05	1	0	1	0	0	0	1	7	4	0	2.88E-07	0	0.405479284	0	0.389396024	0	0.366427072	0.361969168													
PAQR3	PAQR3	1.38E-05	0	0	0	1	1	0	0	7	1	0	2.12E-07	1	0.406249785	0	0.855670273	0	0.867045011	0.920190404													
TBC1D23	TBC1D23	2.44E-05	1	0	2	1	0	0	1	17	2	4	3.08E-07	0	0.407016622	0	0.391021055	0	0.351202225	0.448635003													
CACNA1B	CACNA1B	9.91E-05	0	2	2	1	1	1	12	39	6	9	6.94E-07	1	0.407782705	0	0.849175282	0	0.738498835	0.945559511													
STARD10	STARD10	1.81E-05	1	0	1	0	0	0	0	11	2	3	2.45E-07	0	0.408544297	0	0.398157084	0	0.908724532	0.329833392													
KBTBD4	KBTBD4	2.21E-05	0	0	3	1	0	2	1	8	4	1	1.90E-07	0	0.409302484	0	0.405761208	0	0.356829616	0.930567904													
TROVE2	TROVE2	1.86E-05	1	0	1	0	0	0	5	7	5	2	2.31E-07	0	0.410057971	0	0.402007387	0	0.37419886	0.37875918													
IQGAP2	IQGAP2	5.72E-05	1	4	7	2	0	0	10	36	7	3	7.25E-07	0	0.410810322	0	0.362321498	0	0.293829314	0.539064952													
PLEKHO1	PLEKHO1	1.91E-05	1	0	1	0	0	0	0	3	3	0	1.91E-07	0	0.411557585	0	0.407235745	0	0.90996547	0.382072426													
SMARCE1	SMARCE1	1.79E-05	1	0	0	0	0	0	0	1	0	0	2.14E-07	0	0.412300305	0	0.405018305	0	0.43916016	0.936613662													
GOPC	GOPC	1.81E-05	1	0	1	0	0	0	2	8	2	2	2.61E-07	0	0.413039387	0	0.399709286	0	0.909135	0.432860952													
KIRREL3	KIRREL3	4.14E-05	0	1	0	0	0	2	3	24	2	7	1.74E-06	0	0.413774287	0	0.277789484	0	0.220375532	0.711988823													
UPF3B	UPF3B	1.79E-05	1	0	0	0	0	0	0	0	0	0	2.22E-07	0	0.414505179	0	0.406498953	0	0.936417446	0.374201265													
LAMB1	LAMB1	7.73E-05	0	3	7	0	1	3	14	38	15	18	2.68E-07	0	0.415232578	0	0.400479656	0	0.887865465	0.458011073													
HOXD1	HOXD1	1.88E-05	1	0	0	0	0	0	2	8	0	2	1.84E-07	0	0.415956613	0	0.410864441	0	0.936302791	0.379874246													
GLTSCR2	GLTSCR2	1.95E-05	1	0	1	0	0	0	2	8	3	4	1.93E-07	0	0.41667687	0	0.41014418	0	0.910485251	0.399261148													
FOXG1	FOXG1	2.77E-05	0	0	0	0	0	2	1	0	0	0	1.84E-07	0	0.417393699	0	0.413000763	0	0.41218851	0.934793721													
LDB1	LDB1	1.90E-05	1	0	0	0	0	0	0	6	0	2	1.90E-07	0	0.418106008	0	0.411580932	0	0.441840308	0.927416631													
LRRTM2	LRRTM2	1.99E-05	1	0	1	0	0	0	2	5	0	3	1.81E-07	0	0.418813934	0	0.413705069	0	0.37919321	0.92838741													
RGMA	RGMA	2.82E-05	0	0	0	0	0	2	0	13	6	4	1.62E-07	0	0.419521308	0	0.416497315	0	0.764888453	0.428314015													
ST3GAL6	ST3GAL6	1.20E-05	1	1	2	0	1	0	0	3	0	4	2.95E-07	0	0.420224793	0	0.402764225	0	0.387659104	0.916603782													
KRT16	KRT16	2.52E-05	0	1	1	3	1	1	4	5	1	1	1.80E-07	0	0.420924135	0	0.415802901	0	0.676454598	0.750830167													
ADSS	ADSS	1.82E-05	1	0	0	0	0	0	0	5	2	1	2.58E-07	0	0.421620496	0	0.407967631	0	0.440059774	0.926411619													
SRGAP3	SRGAP3	5.68E-05	0	0	0	1	0	2	8	30	6	2	5.90E-07	0	0.422313765	0	0.377605065	0	0.619662505	0.363250731													
FAM8A1	FAM8A1	2.05E-05	1	0	1	0	0	0	1	4	0	1	1.86E-07	0	0.423004298	0	0.417187482	0	0.380423792	0.226411149													
FER1L5	FER1L5	3.37E-05	1	2	3	0	0	0	3	6	3	4	3.03E-07	0	0.423692605	0	0.404271093	0	0.896672541	1													
ZWILCH	ZWILCH	1.97E-05	1	0	1	0	0	0	2	7	4	2	2.56E-07	0	0.424379889	0	0.412292943	0	0.910569854	0.437313246													
PRDM9	PRDM9	3.31E-05	0	3	3	2	0	1	3	10	8	1	2.19E-07	0	0.425066286	0	0.417874557	0	0.346850252	0.772469109													
CYP4F12	CYP4F12	2.59E-05	0	3	2	3	3	1	0	17	0	7	1.67E-07	0	0.425748582	0	0.42126548	0	0.36774874	0.615890376													
IL3	IL3	7.86E-06	1	0	2	0	0	0	0	1	0	0	1.78E-07	0	0.426430111	0	0.421939524	0	0.925446987	0.195865712													
FBXL13	FBXL13	2.56E-05	0	2	1	5	1	0	8	14	4	4	7.76E-07	0	0.427108416	0	0.367804527	0	0.341033611	0.907024803													
MLH1	MLH1	2.85E-05	0	0	1	0	0	2	7	27	8	5	2.84E-07	0	0.427784874	0	0.414407536	0	0.707339118	0.751256043													
OLFM3	OLFM3	1.62E-05	1	0	0	0	0	0	0	7	0	3	5.02E-07	0	0.428459455	0	0.391830875	0	0.93396389	0.423565865													
MPP6	MPP6	1.84E-05	1	0	1	0	0	0	1	4	0	3	4.09E-07	0	0.429130599	0	0.401245995	0	0.909206955	0.223534878													
EP400	EP400	0.000163178	1	1	1	8	9	1	8	48	33	19	4.30E-07	0	0.429797855	0	0.398934893	0	0.127552957	0.918694302													
CNTNAP4	CNTNAP4	4.75E-05	0	0	1	0	0	0	5	33	4	10	6.53E-07	1	0.430462112	0	0.940277753	0	0.938232307	0.941355197													
VNN1	VNN1	1.93E-05	0	3	0	2	0	0	4	13	7	5	2.02E-07	0	0.43112243	0	0.42261227	0	0.390012054	0.919839874													
ZFYVE26	ZFYVE26	9.99E-05	1	3	12	1	2	2	20	48	13	19	2.66E-07	0	0.431780621	0	0.420587993	0	0.558951863	0.22066854													
GIMAP2	GIMAP2	1.08E-05	0	7	6	2	0	0	3	8	2	1	1.76E-07	0	0.432435481	0	0.426592173	0	0.410094419	0.795626873													
C11orf24	C11orf24	2.13E-05	1	0	0	0	0	0	0	6	3	3	1.88E-07	0	0.433088553	0	0.425936242	0	0.937920488	0.394454314													
PLA2G16	PLA2G16	8.14E-06	1	0	2	0	0	0	0	5	1	0	2.27E-07	0	0.43373922	0	0.423281828	0	0.415262323	0.906229966													
INSC	INSC	2.84E-05	1	1	5	2	0	0	12	24	6	3	3.32E-07	0	0.434386571	0	0.415106842	0	0.358236353	0.943947293													
B4GALNT1	B4GALNT1	3.01E-05	1	0	1	1	1	0	9	11	3	4	1.84E-07	0	0.435030783	0	0.429818997	0	0.907763944	0.429085068													
BIRC3	BIRC3	2.14E-05	1	0	0	0	0	0	1	9	0	1	2.09E-07	0	0.435671285	0	0.425276489	0	0.447092439	0.929961548													
OR10Z1	OR10Z1	1.05E-05	1	1	3	1	2	0	3	13	0	3	1.77E-07	0	0.436308508	0	0.431719852	0	0.925683937	0.321279505													
ATP10D	ATP10D	5.14E-05	1	4	5	0	0	0	8	30	14	11	3.17E-07	0	0.436945059	0	0.419238959	0	0.333846036	0.511286111													
PFKFB2	PFKFB2	2.28E-05	1	0	1	0	0	0	1	10	1	1	1.97E-07	0	0.43757886	0	0.431090143	0	0.91263086	0.501151953													
NLRX1	NLRX1	5.22E-05	0	4	10	3	0	2	8	25	11	8	1.80E-07	0	0.438209051	0	0.432973457	0	0.659863855	0.47695536													
RAD21L1	RAD21L1	2.14E-05	1	0	0	0	0	0	0	0	0	0	2.25E-07	0	0.438836696	0	0.428538018	0	0.452214322	1													
ZNF451	ZNF451	2.69E-06	0	1	2	2	0	1	1	10	2	6	3.50E-07	0	0.439464975	0	0.419915038	0	0.421250858	0.92285675													
SNW1	SNW1	2.14E-05	1	0	0	0	0	0	1	3	0	1	2.56E-07	0	0.440091137	0	0.427244556	0	0.937963369	0.395433636													
LYPD4	LYPD4	1.01E-05	1	0	1	0	1	0	2	8	1	2	1.84E-07	0	0.440718011	0	0.436068676	0	0.420266884	0.941247319													
SRSF11	SRSF11	2.19E-05	1	0	0	0	0	0	0	1	1	0	2.63E-07	0	0.441344973	0	0.432347512	0	0.450530136	0.943093321													
VAT1L	VAT1L	1.42E-05	0	0	4	0	0	0	2	5	1	1	3.50E-07	1	0.441969255	0	0.942001657	0	0.946003793	0.907392123													
ANKFN1	ANKFN1	2.88E-05	1	3	5	1	1	0	8	11	3	2	9.01E-07	0	0.442591243	0	0.372309105	0	0.888715872	0.45338757													
SLC25A6	SLC25A6	2.32E-05	1	0	0	0	0	0	0	0	0	0	1.93E-07	0	0.443210509	0	0.439124746	0	0.939197149	0.403934791													
PLVAP	PLVAP	2.39E-05	1	0	1	0	0	0	3	12	2	4	2.13E-07	0	0.443826833	0	0.436684771	0	0.391172537	0.874038131													
SLC38A3	SLC38A3	2.40E-05	1	0	1	0	0	0	0	0	0	0	2.08E-07	0	0.444440102	0	0.437298948	0	0.914414394	1													
AFP	AFP	1.99E-05	0	3	2	2	2	1	2	14	3	3	2.02E-07	0	0.445051436	0	0.439727207	0	0.710255097	0.652170932													
SERPINB9	SERPINB9	1.72E-05	0	4	2	3	1	0	1	10	2	2	1.75E-07	0	0.445660452	0	0.443296992	0	0.407968889	0.682901542													
MRPL50	MRPL50	5.96E-06	0	2	1	1	1	1	4	10	1	3	1.87E-07	0	0.446267047	0	0.442117294	0	0.749387157	0.598353829													
DPYSL2	DPYSL2	2.98E-05	0	0	0	0	0	2	1	4	2	2	3.45E-07	0	0.446872047	0	0.427893113	0	0.76805428	0.684398308													
MSL2	MSL2	2.27E-05	1	0	0	0	0	0	1	10	1	1	2.73E-07	0	0.447474314	0	0.435450483	0	0.938527356	0.400210895													
